1	7889	1000	20.0377480984	16.9646458626	20.014	16.4667980671
2	7889	1000	18.2105631828	10.9909300804	18.189	10.5949678421
4	7889	1000	11.8069531918	7.73197007179	10.778	7.30742001534
1	7889	5000	99.9862439632	85.1958680153	99.966	84.7132921219
2	7889	5000	99.2265319824	55.1806800365	99.202	54.7652359009
4	7889	5000	58.9977519512	39.1624140739	58.971	38.700658083
1	7889	1000	20.0442569256	17.006362915	20.024	16.5695090294
2	7889	1000	18.1556451321	10.9629468918	18.134	10.5405890942
4	7889	1000	10.7981548309	7.80909109116	10.772	7.38040709496
1	11776	1000	28.8946712017	24.107724905	28.874	23.5315489769
2	11776	1000	27.4659371376	13.9172990322	27.444	13.4707021713
4	11776	1000	17.4786031246	8.79636216164	17.451	8.3189098835
1	11776	5000	147.562998056	122.645591021	147.540	122.05131197
2	11776	5000	148.786159039	69.5037469864	148.764	69.0245938301
4	11776	5000	93.840929985	43.255040884	93.813	42.7661540508
1	11776	1000	28.8740260601	24.1069009304	28.851	23.5183470249
2	11776	1000	27.8740780354	13.8118450642	27.852	13.3759799004
4	11776	1000	17.266685009	8.74857997894	17.240	8.26569795609
1	16767	1000	41.1352450848	33.0181689262	41.114	32.3419559002
2	16767	1000	36.4355819225	20.0201039314	36.407	19.4480750561
4	16767	1000	21.4963548183	13.0027661324	21.470	12.4693279266
1	16767	5000	209.221057177	169.23926115	209.198	168.527220011
2	16767	5000	198.410787106	103.01281786	198.387	102.45074892
4	16767	5000	113.879637003	66.3827321529	113.854	65.8325400352
1	16767	1000	41.0230529308	32.8639769554	40.999	32.1595230103
